content,rating,class,processed_content,processed_content_wt
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Đẹp như mô tả. Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đẹp mô tả đóng gói kỹ lưỡng giá tốt hàng bất ngờ,đẹp mô_tả đóng_gói kỹ_lưỡng giá tốt hàng bất_ngờ
Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt.,5,2,đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt,đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Đóng gói kỹ lưỡng.,5,2,đóng gói kỹ lưỡng,đóng_gói kỹ_lưỡng
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Sản phẩm/dịch vụ giống mô tả.,4,2,sản phẩm dịch vụ mô tả,sản_phẩm dịch_vụ mô_tả
Sản phẩm/dịch vụ giống mô tả.,4,2,sản phẩm dịch vụ mô tả,sản_phẩm dịch_vụ mô_tả
"Chuyên nghiệp, thân thiện. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện chất tuyệt_vời giá tốt hàng bất_ngờ
Đẹp như mô tả. Giá tốt.,5,2,đẹp mô tả giá tốt,đẹp mô_tả giá tốt
Chất lượng sản phẩm/dịch vụ rất tốt. quần rất đẹp dễ thương,5,2,chất sản phẩm dịch vụ tốt quần đẹp thương,chất sản_phẩm dịch_vụ tốt quần đẹp thương
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. tốt hơn nhiều",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình tốt,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình tốt
Đẹp như mô tả. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đẹp mô tả giá tốt hàng bất ngờ,đẹp mô_tả giá tốt hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. hàng đẹp, y ảnh . mọi người nên mua",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng đẹp ảnh,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng đẹp ảnh
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. nên mua vì hàng đẹp hơn hình, chất lượng cũng ok, bé nhà mình rất thích bạn mèo kitty♥",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình hàng đẹp hình chất bé thích mèo kittyyêu,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình hàng đẹp hình_chất bé thích mèo kittyyêu
Giao hàng đúng vải ok ạ,5,2,hàng vải,hàng vải
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Bé rất thích, quần đẹp hơn mong đợi",5,2,sản phẩm dịch vụ mô tả tốt đợi bé thích quần đẹp đợi,sản_phẩm dịch_vụ mô_tả tốt đợi bé thích quần đẹp đợi
Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,chất tuyệt vời giá tốt hàng bất ngờ,chất tuyệt_vời giá tốt hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Chất lượng tuyệt vời.",5,2,chuyên nghiệp thân thiện đẹp mô tả chất tuyệt vời,chuyên_nghiệp thân_thiện đẹp mô_tả chất tuyệt_vời
tôt,5,2,tôt,tôt
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. balo dễ thương, nhẹ, phù hợp cho bé mẫu giáo",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt thương nhẹ phù hợp bé mẫu giáo,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt_thương nhẹ phù_hợp bé mẫu_giáo
Đẹp như mô tả. Đóng gói kỹ lưỡng. Giao hàng nhanh bất ngờ. yuuuuu,5,2,đẹp mô tả đóng gói kỹ lưỡng hàng bất ngờ yuuuuu,đẹp mô_tả đóng_gói kỹ_lưỡng hàng bất_ngờ yuuuuu
hàng đẹp. giao hàng tận tình.,5,2,hàng đẹp hàng tận tình,hàng đẹp hàng tận_tình
Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ,chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ
Giá tốt. Giao hàng nhanh bất ngờ.,5,2,giá tốt hàng bất ngờ,giá tốt hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. hàng đẹp, giá tốt hơn mong đợi",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ hàng đẹp giá tốt đợi,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ hàng đẹp giá tốt đợi
Cần đúng với mô tả.,1,0,mô tả,mô_tả
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. sản phẩm ok... cảm ơn shop,5,2,sản phẩm dịch vụ mô tả tốt đợi sản phẩm cảm ơn shop,sản_phẩm dịch_vụ mô_tả tốt_đợi sản_phẩm cảm_ơn shop
đẹp lắm shop ơi!,5,2,đẹp lắm shop,đẹp lắm shop
"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. shop ban hang dep chat luong se ung ho shop tiep neu co san pham can dung",5,2,shop tư vấn hướng cực kỳ nhiệt tình sản phẩm dịch vụ mô tả tốt đợi shop shop,shop tư_vấn hướng cực_kỳ nhiệt_tình sản_phẩm dịch_vụ mô_tả tốt đợi shop shop
"Đẹp như mô tả. Chuyên nghiệp, thân thiện.",5,2,đẹp mô tả chuyên nghiệp thân thiện,đẹp mô_tả chuyên_nghiệp thân_thiện
Gửi sản phẩm/vé dịch vụ nhanh.,5,2,gửi sản phẩm vé dịch vụ,gửi sản_phẩm vé dịch_vụ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Chất lượng tuyệt vời. hàng của shop ok lắm nên mua,5,2,chất tuyệt vời hàng shop lắm,chất tuyệt_vời hàng shop lắm
"nói 5 áo dày tay mà giao 3 áo dày tay 2 áo ngắn tay,cũng k nói với khách",3,1,áo dày áo dày áo ngắn không,áo dày áo dày áo ngắn không
Chất lượng tuyệt vời.,5,2,chất tuyệt vời,chất tuyệt_vời
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
"non thi OK,nhung ta hoi mong, bao Tay nhin thay tren sopp dang dep lam, nhung lai giao mau khan,",5,2,sopp,sopp
Giá tốt. Giao hàng nhanh bất ngờ. Đóng gói kỹ lưỡng.,5,2,giá tốt hàng bất ngờ đóng gói kỹ lưỡng,giá tốt hàng bất_ngờ đóng_gói kỹ_lưỡng
"Đóng gói kỹ. giá rẻ, chất lượng bthuong .",3,1,đóng gói kỹ giá rẻ chất,đóng_gói kỹ giá rẻ chất
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất rất mềm mịn, sờ rất thích luôn Lại còn có nhiều lỗ thông hơi, mùa hè mặc chắc mát và thoáng Sẽ giới thiệu và ủng hộ shop dài dài",5,2,sản phẩm dịch vụ mô tả tốt đợi chất mềm mịn sờ thích lỗ thông hơi mùa hè mặc mát thoáng giới thiệu ủng hộ shop,sản_phẩm dịch_vụ mô_tả tốt_đợi chất mềm mịn sờ_thích lỗ thông_hơi mùa hè mặc mát_thoáng giới_thiệu ủng_hộ shop
Chất lượng sản phẩm/dịch vụ rất tốt. Chất lượng sản phẩm giống mô tả,5,2,chất sản phẩm dịch vụ tốt chất sản phẩm mô tả,chất sản_phẩm dịch_vụ tốt_chất sản_phẩm mô_tả
Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. shop tư vấn nhiệt tình giao nhầm một bộ cộc tay nhé shop nhưng hàng đẹp nên mình lấy luôn,5,2,đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời shop tư vấn nhiệt tình nhầm cộc shop hàng đẹp,đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời shop tư_vấn nhiệt_tình nhầm cộc shop hàng đẹp
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. hàng rất đẹp,shop còn tặng thêm quà, cảm ơn shop",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình hàng đẹp shop tặng quà cảm ơn shop,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình hàng đẹp shop tặng quà cảm_ơn shop
"Chất lượng sản phẩm/dịch vụ rất tốt. gói từng sp kỹ, ngay ngắn đồ đẹp, nhưng đặt bé trai mà giao nhìu màu bé gái quá",5,2,chất sản phẩm dịch vụ tốt gói kỹ ngắn đồ đẹp bé màu bé gái,chất sản_phẩm dịch_vụ tốt_gói kỹ ngắn_đồ đẹp bé màu bé gái
Đẹp như mô tả. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đẹp mô tả giá tốt hàng bất ngờ,đẹp mô_tả giá tốt hàng bất_ngờ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. đồ rất xinh, mặc rất ok nhé, shop lại tư vấn nhiệt tình nữa chứ. Sẽ ủng hộ shop dài dài",5,2,sản phẩm dịch vụ mô tả tốt đợi đồ mặc shop tư vấn nhiệt tình ủng hộ shop,sản_phẩm dịch_vụ mô_tả tốt đợi đồ mặc_shop tư_vấn nhiệt_tình ủng_hộ shop
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Hàng đẹp, ưng ý!",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ hàng đẹp ưng,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ hàng đẹp ưng
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. dep lam cam on shop a",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ shop,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ shop
"Gửi sản phẩm/vé dịch vụ nhanh. Thời gian giao hàng nhanh, shop gửi thư cảm ơn kèm theo món quà, chúc shop đắt hàng.",5,2,gửi sản phẩm vé dịch vụ thời hàng shop gửi thư cảm ơn kèm món quà chúc shop đắt hàng,gửi sản_phẩm vé dịch_vụ thời hàng shop gửi thư cảm_ơn kèm_món quà chúc shop đắt hàng
Sản phẩm/dịch vụ giống mô tả.,4,2,sản phẩm dịch vụ mô tả,sản_phẩm dịch_vụ mô_tả
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi shop tư_vấn hướng cực_kỳ nhiệt_tình
Gửi sản phẩm/vé dịch vụ nhanh. màu áo ko giống trong hình,5,2,gửi sản phẩm vé dịch vụ màu áo không hình,gửi sản_phẩm vé dịch_vụ màu áo không hình
Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời.,5,2,đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời,đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời
Chất lượng tốt. Chuyên nghiệp.,4,2,chất tốt chuyên nghiệp,chất tốt chuyên_nghiệp
Chất lượng sản phẩm/dịch vụ rất tốt.,5,2,chất sản phẩm dịch vụ tốt,chất sản_phẩm dịch_vụ tốt
Chất lượng sản phẩm/dịch vụ rất tốt.,5,2,chất sản phẩm dịch vụ tốt,chất sản_phẩm dịch_vụ tốt
Sản phẩm/dịch vụ chỉ hơi giống mô tả.,2,0,sản phẩm dịch vụ hơi mô tả,sản_phẩm dịch_vụ hơi mô_tả
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Đẹp như mô tả. Chất lượng tuyệt vời. Giá tốt. vải đẹp,dày dặn.",5,2,đẹp mô tả chất tuyệt vời giá tốt vải đẹp dày dặn,đẹp mô_tả chất tuyệt_vời giá tốt vải đẹp dày dặn
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Tặng cả một cái yếm cảm ơn shop",5,2,sản phẩm dịch vụ mô tả tốt đợi shop tư vấn hướng cực kỳ nhiệt tình tặng yếm cảm ơn shop,sản_phẩm dịch_vụ mô_tả tốt đợi shop tư_vấn hướng cực_kỳ nhiệt_tình tặng yếm cảm_ơn shop
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. đồ đẹp",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt đồ đẹp,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt đồ đẹp
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Sản phẩm/dịch vụ giống mô tả.,4,2,sản phẩm dịch vụ mô tả,sản_phẩm dịch_vụ mô_tả
Sản phẩm/dịch vụ giống mô tả. Gửi sản phẩm/vé dịch vụ nhanh.,4,2,sản phẩm dịch vụ mô tả gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả gửi sản_phẩm vé dịch_vụ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Chuyên nghiệp, thân thiện. Đẹp như mô tả.",5,2,chuyên nghiệp thân thiện đẹp mô tả,chuyên_nghiệp thân_thiện đẹp mô_tả
"Chất lượng sản phẩm/dịch vụ rất tốt. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,chất sản phẩm dịch vụ tốt shop tư vấn hướng cực kỳ nhiệt tình,chất sản_phẩm dịch_vụ tốt_shop tư_vấn hướng cực_kỳ nhiệt_tình
Đẹp như mô tả. tốt,5,2,đẹp mô tả tốt,đẹp mô_tả tốt
Gửi sản phẩm/vé dịch vụ nhanh.,5,2,gửi sản phẩm vé dịch vụ,gửi sản_phẩm vé dịch_vụ
"Sản phẩm/dịch vụ hoàn toàn khác mô tả. size 5 mà nhỏ xíu, vải thì tệ thật tệ",1,0,sản phẩm dịch vụ hoàn toàn mô tả xíu vải tệ tệ,sản_phẩm dịch_vụ hoàn_toàn mô_tả xíu vải tệ_tệ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. đồ đẹp ạ.?,5,2,sản phẩm dịch vụ mô tả tốt đợi đồ đẹp,sản_phẩm dịch_vụ mô_tả tốt đợi đồ đẹp
Cũng được,5,2,,
Sản phẩm/dịch vụ hoàn toàn khác mô tả.,1,0,sản phẩm dịch vụ hoàn toàn mô tả,sản_phẩm dịch_vụ hoàn_toàn mô_tả
Chất lượng sản phẩm/dịch vụ rất tệ.,1,0,chất sản phẩm dịch vụ tệ,chất sản_phẩm dịch_vụ tệ
Sản phẩm/dịch vụ hoàn toàn khác mô tả.,1,0,sản phẩm dịch vụ hoàn toàn mô tả,sản_phẩm dịch_vụ hoàn_toàn mô_tả
mũ đẹp,5,2,mũ đẹp,mũ đẹp
Gửi sản phẩm/vé dịch vụ nhanh.,5,2,gửi sản phẩm vé dịch vụ,gửi sản_phẩm vé dịch_vụ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Sp tốt,5,2,tốt,tốt
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
"Giá tốt. săn đc đồ rẻ, chất lượng tốt.",5,2,giá tốt săn đồ rẻ chất tốt,giá tốt săn đồ rẻ chất tốt
Giá tốt.,5,2,giá tốt,giá tốt
"áo nhiều màu mà giao đk mỗi 2 màu xanh và vàng ,",2,0,áo màu đk màu vàng,áo màu đk màu vàng
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
"mình đã lưu ý với shop là 3 màu khác nhau, khi nhận hàng thì có duy nhất 1 màu. thất vọng.",2,0,lưu shop màu hàng màu thất vọng,lưu_shop màu hàng màu thất_vọng
Đặt màu bé gái mà giao màu qá xấu,2,0,màu bé gái màu xấu,màu bé gái màu xấu
"shop giao hàng ngẫu nhiên nhưng mình đặt bộ nỉ cho bé trai thì ít nhất cũng phai giao màu nào hợp bé trai chứ, mà shop lại giao màu Hồng,",5,2,shop hàng ngẫu nhiên nỉ bé màu hợp bé shop màu hồng,shop hàng ngẫu_nhiên nỉ bé màu hợp bé shop màu hồng
mua trừ hao tận số 5 rồi mà bé quá. áo cắt số nên ko pit shop giao hàng số mấy nữa.,4,2,trừ tận bé áo cắt không pit shop hàng mấy,trừ tận bé áo cắt không pit shop hàng mấy
"Giá tốt. Đẹp,sẽ ủng hộ skop dài",5,2,giá tốt đẹp ủng hộ skop,giá tốt_đẹp ủng_hộ skop
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. áo đẹp lắm luôn á",5,2,chuyên nghiệp thân thiện đẹp mô tả áo đẹp lắm,chuyên_nghiệp thân_thiện đẹp mô_tả áo đẹp lắm
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Đẹp như mô tả. Chất lượng tuyệt vời. Giao hàng nhanh bất ngờ.,5,2,đẹp mô tả chất tuyệt vời hàng bất ngờ,đẹp mô_tả chất tuyệt_vời hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Chất lượng cần tốt hơn.,1,0,chất tốt,chất tốt
Đóng gói kỹ lưỡng.,5,2,đóng gói kỹ lưỡng,đóng_gói kỹ_lưỡng
Chất lượng tuyệt vời.,5,2,chất tuyệt vời,chất tuyệt_vời
"Chuyên nghiệp, thân thiện. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt.",5,2,chuyên nghiệp thân thiện đóng gói kỹ lưỡng chất tuyệt vời giá tốt,chuyên_nghiệp thân_thiện đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Chất lượng tuyệt vời.",5,2,chuyên nghiệp thân thiện đẹp mô tả chất tuyệt vời,chuyên_nghiệp thân_thiện đẹp mô_tả chất tuyệt_vời
Đẹp như mô tả. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đẹp mô tả chất tuyệt vời giá tốt hàng bất ngờ,đẹp mô_tả chất tuyệt_vời giá tốt hàng bất_ngờ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. lần đầu nhìn thấy rất đẹp. rất thích nhưng lâu dài không biết sao. vẫn cho shop 5 sao.,5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ đầu đẹp thích không shop,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ đầu đẹp thích không shop
